objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Cascadia: Landmarks","385318","0","0","0","1","0","0","0","0","0","0","0","3","BGBliss","","","","","105565053","6.81495","7.73842","2.2405","0","17607","thing","Cascadia: Landmarks","1","6","45","45","30","2023","1,2,3,4,5,6","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Alderac Entertainment Group; Flatout Games","English","2023","English edition"
"Cascadia: Rolling Hills","407317","0","1","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","116995352","6.03354","7.13029","1.9615","3008","5521","thing","Cascadia: Rolling Hills","1","4","30","30","15","2024","1,2,3,4","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","TV","2025-09-07","Alderac Entertainment Group; Flatout Games","English","2024","English edition"
"Cascadia: Rolling Rivers","407318","0","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","116995362","6.12729","7.16949","1.96","2536","6097","thing","Cascadia: Rolling Rivers","1","4","30","30","15","2024","1,2,3,4","1,2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","TV","2025-09-07","Alderac Entertainment Group; Flatout Games","English","2024","English edition"
"Cascadito","401217","6.8","0","0","1","0","0","0","0","0","0","0","3","","","","","","115704971","5.67902","6.50935","1.8","6792","1436","thing","Cascadito","1","4","45","45","30","2024","1,2,3,4","2,3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Bitewing Games","English","2024","English edition"
"The Castles of Burgundy: Special Edition","363622","10","0","0","1","0","0","0","0","0","0","0","3","","","","","","110438745","8.48316","9.14128","2.8444","0","25184","thing","The Castles of Burgundy: Special Edition","1","4","120","120","70","2023","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","alea; Awaken Realms; Ravensburger AG","French","2023","French edition"
"The Castles of Burgundy: The Dice Game","232988","0","10","0","1","0","0","0","0","0","0","0","1","","","","","","49117609","6.37363","6.85693","1.8916","1659","8036","thing","The Castles of Burgundy: The Dice Game","1","5","30","30","15","2017","1,2,3,4,5","1,2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Castles of Mad King Ludwig: Renovations","369683","0","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","99403065","5.59261","7.2596","2.5","0","1252","thing","Castles of Mad King Ludwig: Renovations","1","5","0","0","0","2023","3,4,5","4","","","","","","","","expansion","","","","","","","","","","","","Bézier Games","English","2023","English edition"
"Castles of Mad King Ludwig: Royal Collector's Edition","326945","8.5","11","0","1","0","0","0","0","0","0","0","1","Kickstarter","","","","","77447394","6.60306","8.25598","2.625","1098","4605","thing","Castles of Mad King Ludwig: Collector's Edition","1","5","90","90","60","2022","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Bézier Games","English","2022","English edition"
"Cat in the Box: Deluxe Edition","345972","0","0","0","1","0","0","0","0","0","0","0","3","LaPioche","","","","","110694786","7.11492","7.43144","2.0456","373","24695","thing","Cat in the Box: Deluxe Edition","2","5","40","40","20","2023","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Bézier Games; Matagot","French","2023","French edition"
"Caverna","102794","8.5","10","0","1","0","0","0","0","0","0","0","1","La Revanche","","","","","20710252","7.72955","7.92041","3.7768","62","48421","thing","Caverna: The Cave Farmers","1","7","210","210","30","2020","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","20X5","2025-09-07","Funforge; Lookout Games","French","2020","French second edition"
"Caverna: Cave vs Cave – Era II","258647","0","0","0","1","0","0","0","0","0","0","0","3","401Games 20 Mars","","","","","92333936","5.84778","7.41643","2.8889","0","2620","thing","Caverna: Cave vs Cave – Era II","1","2","60","60","30","2018","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Lookout Games","English","2018","English edition"
"Celtic","299928","7","7","0","1","0","0","0","0","0","0","0","3","","","","","","103896848","5.53733","6.04476","1.3333","15174","383","thing","Celtic","2","4","60","60","40","2020","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","English; German","2020","English/German edition"
"Century: Spice Road","209685","8","12","0","1","0","0","0","0","0","0","0","3","","","","","","40119468","7.10381","7.28901","1.7994","388","35343","thing","Century: Spice Road","2","5","45","45","30","2017","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","C2","2025-09-07","Plan B Games","English; French","2017","English/French edition"
"Century: Spice Road – Bonus Cards","233621","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","101302060","5.70193","7.63175","1.3333","0","1448","thing","Century: Spice Road – Bonus Cards","2","5","45","45","30","2017","2,3,4,5","4","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Plan B Games","English","2017","English edition"
"Century: Spice Road – Bonus Cards 2","263751","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","101302065","5.60935","7.72868","1.25","0","789","thing","Century: Spice Road – Bonus Cards 2","2","5","45","45","30","2018","2,3,4,5","4","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Plan B Games","English","2018","English edition"
"Century: Un Nouveau Monde","270970","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104263300","6.7199","7.27147","2.1101","879","12511","thing","Century: A New World","2","4","45","45","30","2019","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","C2","2025-09-07","Plan B Games","English","2019","English edition"
"Charivari","9403","3.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","11656805","0","4.996","0","0","94","thing","Charivari","2","24","10","10","10","1986","","","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Les Charlatans de Belcastel: Les Alchimistes","316597","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","97635976","6.72878","7.86476","2.3095","0","14919","thing","The Quacks of Quedlinburg: The Alchemists","2","5","45","45","45","2021","2,3,4,5","3,4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Schmidt Spiele","French","2021","French edition"
"Château Combo","416851","7.5","9","0","1","0","0","0","0","0","0","0","3","Lilojeux","","","","","123782714","7.3326","7.67655","1.7361","220","24964","thing","Castle Combo","2","5","25","25","10","2024","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","20X5","2025-09-07","Catch Up Games","French","2024","French edition"
"Château Combo: Au cachot!","448182","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139247241","5.96881","7.9895","1.8235","0","3822","thing","Castle Combo: Out of the Oubliette!","2","5","25","25","10","2025","2,3,4,5","2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Catch Up Games","French","2025","French edition"
"Chimera Station","163642","0","1","0","1","0","0","0","0","0","0","0","3","Game Brewer.com","","","","","70783489","6.45311","7.18112","3.1429","1444","4822","thing","Chimera Station","2","4","90","90","60","2017","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","C1","2025-09-07","Game Brewer","Dutch; French","2017","Dutch/French first edition"
"Chronicles of Avel","347137","8","3","0","1","0","0","0","0","0","0","0","3","EspaceJeux","","","","","91080840","6.54436","7.49782","1.9485","1213","7474","thing","Chronicles of Avel","1","4","60","60","60","2021","1,2,3,4","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","ML","2025-09-07","Rebel Studio","English; French","0","English/French edition"
"Chronicles of Avel: Adventurer's Toolkit","349397","0","0","0","1","0","0","0","0","0","0","0","3","BoardgameBliss","","","","","94186371","5.84321","7.70641","2","0","2243","thing","Chronicles of Avel: Adventurer's Toolkit","1","4","90","90","60","2021","1,2,3,4","1,3,4","6+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Chronicles of Crime","239188","7","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","My group just loved this game! It blend some good narrative and easy mechanics, for myself I still prefer Detective Modern crime game for the more serious tone, but this one is a hit with the whole family, so it deserve a High 9.5/10, one of the best of 2018.","","","","50412098","7.14941","7.53085","2.0614","347","41805","thing","Chronicles of Crime","1","4","90","90","60","2018","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Circus Flohcati","337","0","0","0","1","0","0","0","0","0","0","0","3","Gamefound","","","","","120325793","6.23419","6.7109","1.2314","2107","6073","thing","Circus Flohcati","2","5","15","15","15","2024","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","25th Century Games","English","2024","25th Century Games English edition"
"Cities","402676","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","121667746","6.66766","7.28543","1.8857","977","9254","thing","Cities","2","4","45","45","45","2024","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","B4","2025-09-07","Devir","English","2024","English edition"
"Clank! Dans l'espace!","233371","8","2","0","1","0","0","0","0","0","0","0","1","","","","","","56239871","7.42668","7.75808","2.5738","162","23436","thing","Clank! In! Space!: A Deck-Building Adventure","2","4","90","90","45","2018","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Renegade Game Studios","French","2018","French edition"
"Clank! Dans l'espace!: Destruction planétaire","257662","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","72211708","5.54812","7.75893","2","0","397","thing","Clank! In! Space!: Apocalypse! – Planetary Destruction","2","4","60","60","60","2019","2,3,4","3","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Renegade Game Studios","French","2019","French edition"
"Clank! In! Space! Adventures: Pulsarcade","333536","0","0","0","1","0","0","0","0","0","0","0","1","401Games","","","","","85258437","5.77031","8.01275","2.5","0","2360","thing","Clank! In! Space! Adventures: Pulsarcade","2","4","60","60","60","2021","2,3,4","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Dire Wolf; Renegade Game Studios","English","2021","English edition"
"Clank! In! Space!: Apocalypse!","254470","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","63417590","6.53607","8.05194","2.45","0","7036","thing","Clank! In! Space!: Apocalypse!","2","4","90","90","45","2018","2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Clank!: Catacombes","365717","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124268183","7.77614","8.22828","2.4888","49","25087","thing","Clank!: Catacombs","2","4","90","90","45","2024","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","A4","2025-09-07","Dire Wolf; Origames","French","2024","French edition"
"Clans of Caledonia","216132","8.5","1","0","1","0","0","0","0","0","0","0","2","","","","","","43606689","7.67852","7.94478","3.4675","76","24951","thing","Clans of Caledonia","1","4","120","120","30","2018","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B2","2024-09-09","Pixie Games","French","2018","French edition"
"Clans of Caledonia: Industria","391913","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132008821","5.97079","8.09299","3.76","0","3592","thing","Clans of Caledonia: Industria","1","4","120","120","30","2025","1,2,3,4","4","14+","","","","","","","expansion","","","","","","","","","","","","Karma Games","English","2025","English edition"
